Time,Channel A
(ms),(V)

-1.48080196,-0.01770074
-1.48048196,0.01788385
-1.48016196,0.01788385
-1.47984196,0.00006104
-1.47952196,0.00006104
-1.47920196,-0.01770074
-1.47888196,-0.01770074
-1.47856196,0.01788385
-1.47824196,0.00006104
-1.47792196,-0.01770074
-1.47760196,0.01788385
-1.47728196,0.01788385
-1.47696196,0.00006104
-1.47664196,0.01788385
-1.47632196,0.00006104
-1.47600196,0.00006104
-1.47568196,0.01788385
-1.47536196,0.00006104
-1.47504196,0.00006104
-1.47472196,0.01788385
-1.47440196,0.01788385
-1.47408196,0.00006104
-1.47376196,0.00006104
-1.47344196,0.00006104
-1.47312196,0.00006104
-1.47280196,0.00006104
-1.47248196,-0.01770074
-1.47216196,-0.01770074
-1.47184196,0.00006104
-1.47152196,0.00006104
-1.47120196,0.00006104
-1.47088196,0.00006104
-1.47056196,0.00006104
-1.47024196,0.01788385
-1.46992196,0.00006104
-1.46960196,0.00006104
-1.46928196,0.00006104
-1.46896196,0.01788385
-1.46864196,0.01788385
-1.46832196,0.01788385
-1.46800196,0.00006104
-1.46768196,0.00006104
-1.46736196,0.00006104
-1.46704196,0.00006104
-1.46672196,-0.01770074
-1.46640196,0.00006104
-1.46608196,0.00006104
-1.46576196,0.00006104
-1.46544196,0.00006104
-1.46512196,0.00006104
-1.46480196,0.00006104
-1.46448196,0.00006104
-1.46416196,0.00006104
-1.46384196,0.00006104
-1.46352196,0.00006104
-1.46320196,0.00006104
-1.46288196,-0.01770074
-1.46256196,0.00006104
-1.46224196,0.00006104
-1.46192196,0.00006104
-1.46160196,0.00006104
-1.46128196,-0.01770074
-1.46096196,-0.01770074
-1.46064196,0.00006104
-1.46032196,0.00006104
-1.46000196,0.00006104
-1.45968196,0.00006104
-1.45936196,0.00006104
-1.45904196,0.01788385
-1.45872196,0.00006104
-1.45840196,0.00006104
-1.45808196,0.00006104
-1.45776196,0.00006104
-1.45744196,0.00006104
-1.45712196,0.00006104
-1.45680196,0.00006104
-1.45648196,0.00006104
-1.45616196,0.00006104
-1.45584196,0.00006104
-1.45552196,0.00006104
-1.45520196,0.00006104
-1.45488196,-0.01770074
-1.45456196,0.00006104
-1.45424196,-0.01770074
-1.45392196,-0.01770074
-1.45360196,0.00006104
-1.45328196,0.00006104
-1.45296196,0.00006104
-1.45264196,0.00006104
-1.45232196,0.00006104
-1.45200196,0.00006104
-1.45168196,0.00006104
-1.45136196,0.00006104
-1.45104196,0.00006104
-1.45072196,0.00006104
-1.45040196,0.00006104
-1.45008196,0.00006104
-1.44976196,0.00006104
-1.44944196,0.00006104
-1.44912196,0.00006104
-1.44880196,0.00006104
-1.44848196,0.00006104
-1.44816196,0.00006104
-1.44784196,0.00006104
-1.44752196,0.00006104
-1.44720196,0.00006104
-1.44688196,0.00006104
-1.44656196,0.00006104
-1.44624196,-0.01770074
-1.44592196,0.00006104
-1.44560196,0.00006104
-1.44528196,0.00006104
-1.44496196,-0.01770074
-1.44464196,0.00006104
-1.44432196,0.00006104
-1.44400196,0.00006104
-1.44368196,0.00006104
