Time	Channel A
(us)	(V)

-25.02815732	0.00067141
-25.01815732	0.00067141
-25.00815732	0.00067141
-24.99815732	0.00067141
-24.98815732	0.00067141
-24.97815732	0.00067141
-24.96815732	0.00067141
-24.95815732	0.00949126
-24.94815732	0.00067141
-24.93815732	0.00067141
-24.92815733	0.00067141
-24.91815733	0.00067141
-24.90815733	0.00067141
-24.89815733	0.00067141
-24.88815733	0.00067141
-24.87815733	0.00067141
-24.86815733	0.00067141
-24.85815733	0.00067141
-24.84815733	0.00067141
-24.83815733	0.00067141
-24.82815733	0.00067141
-24.81815733	0.00067141
-24.80815733	0.00067141
-24.79815733	0.00067141
-24.78815733	0.00067141
-24.77815733	0.00067141
-24.76815733	0.00067141
-24.75815733	0.00067141
-24.74815733	0.00067141
-24.73815733	0.00067141
-24.72815733	0.00067141
-24.71815733	0.00067141
-24.70815733	0.00067141
-24.69815733	0.00067141
-24.68815733	0.00067141
-24.67815733	0.00067141
-24.66815733	0.00067141
-24.65815733	0.00067141
-24.64815733	0.00067141
-24.63815733	0.00067141
-24.62815733	0.00067141
-24.61815733	0.00067141
-24.60815733	0.00067141
-24.59815733	0.00067141
-24.58815733	0.00067141
-24.57815733	0.00067141
-24.56815733	0.00067141
-24.55815733	0.00067141
-24.54815733	0.00067141
-24.53815733	0.00067141
-24.52815733	0.00067141
-24.51815733	0.00067141
-24.50815733	0.00067141
-24.49815733	0.00067141
-24.48815733	0.00067141
-24.47815733	0.00067141
-24.46815733	0.00067141
-24.45815733	0.00067141
-24.44815733	0.00067141
-24.43815733	0.00067141
-24.42815733	0.00067141
-24.41815733	0.00067141
-24.40815733	0.00067141
-24.39815733	0.00067141
-24.38815733	0.00067141
-24.37815733	0.00067141
-24.36815733	0.00067141
-24.35815733	0.00067141
-24.34815733	0.00067141
-24.33815733	0.00067141
-24.32815733	0.00067141
-24.31815733	0.00067141
-24.30815733	0.00067141
-24.29815733	0.00067141
-24.28815733	0.00067141
-24.27815733	0.00067141
-24.26815733	0.00067141
-24.25815733	0.00067141
-24.24815733	0.00067141
-24.23815733	0.00067141
-24.22815733	0.00067141
-24.21815733	0.00067141
-24.20815733	0.00067141
-24.19815733	0.00067141
-24.18815733	0.00067141
-24.17815733	0.00067141
-24.16815733	0.00067141
-24.15815733	0.00067141
-24.14815733	0.00067141
-24.13815733	0.00067141
-24.12815733	0.00067141
-24.11815733	0.00067141
-24.10815733	0.00067141
-24.09815733	0.00067141
-24.08815733	0.00067141
